time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³)
2022-12-22T00:00,274.7,192.3,3229,52.2,15.7,29
2022-12-22T01:00,265.4,185.8,3186,51.4,13.8,23
2022-12-22T02:00,252.4,176.5,3124,50.2,10.9,15
2022-12-22T03:00,245.9,172.3,3011,46.8,8.2,23
2022-12-22T04:00,244,170.9,2913,41.8,7.4,55
2022-12-22T05:00,245.9,172.3,2798,35.3,7.4,102
2022-12-22T06:00,235.2,164.4,2582,26.5,9.1,160
2022-12-22T07:00,203.5,142.5,2309,18.8,12.9,195
2022-12-22T08:00,174.6,122,1978,10.6,18,226
2022-12-22T09:00,151.3,105.7,1675,5.8,22.7,245
2022-12-22T10:00,138.3,96.6,1648,10.9,22.2,231
2022-12-22T11:00,135,94.3,1730,20.9,19.9,200
2022-12-22T12:00,144.8,101,1819,28.4,16.5,166
2022-12-22T13:00,166.2,116.2,1996,33.8,15.6,150
2022-12-22T14:00,183,128.1,2248,41.5,14.4,127
2022-12-22T15:00,197.4,138.3,2547,49.3,13.4,101
2022-12-22T16:00,210.9,147.6,2695,51,13.4,92
2022-12-22T17:00,224.4,156.9,2810,50.5,13.9,87
2022-12-22T18:00,236.1,164.8,2899,49.1,14.9,82
2022-12-22T19:00,244,170.4,2900,48.5,16.1,76
2022-12-22T20:00,247.7,173.2,2855,47.5,17.5,70
2022-12-22T21:00,247.7,173.2,2783,45.5,18.4,64
2022-12-22T22:00,252.4,176.5,2728,42.4,17.2,64
2022-12-22T23:00,252.4,176.5,2666,38.6,15.2,66
2022-12-23T00:00,258,180.2,2756,39.2,11.6,66
2022-12-23T01:00,247.7,173.2,2749,39.9,10.5,57
2022-12-23T02:00,239.3,167.2,2738,40.8,8.9,45
2022-12-23T03:00,234.7,163.9,2705,40.2,7,42
2022-12-23T04:00,234.2,163.9,2673,37.4,5.8,60
2022-12-23T05:00,231.9,162.1,2631,33.3,4.7,89
2022-12-23T06:00,223.1,156,2513,26.7,5.3,131
2022-12-23T07:00,198.4,138.8,2316,19.4,8.8,167
2022-12-23T08:00,175.1,122.5,2062,10.9,14,206
2022-12-23T09:00,156.5,109.4,1839,5.9,19.2,236
2022-12-23T10:00,146.7,102.7,1838,11.6,20.1,229
2022-12-23T11:00,143.9,100.6,1927,22.4,19.5,206
2022-12-23T12:00,144.8,101.3,1929,34,17.5,175
2022-12-23T13:00,175.6,122.9,2167,43,17.5,152
2022-12-23T14:00,202.6,141.6,2507,56,17.4,119
2022-12-23T15:00,221.2,154.6,2899,69,17.2,83
2022-12-23T16:00,233.3,163,3070,71.3,17.1,72
2022-12-23T17:00,241.2,169,3186,69.9,17,69
2022-12-23T18:00,247.7,173.2,3283,66.9,16.4,64
2022-12-23T19:00,248.7,174.2,3327,65.5,15.4,54
2022-12-23T20:00,246.8,172.8,3337,63.8,13.9,43
2022-12-23T21:00,243.1,170.4,3273,59,12,32
2022-12-23T22:00,228.6,160.2,3128,51.6,10.6,30
2022-12-23T23:00,213.3,149,2922,42.2,9.3,30
2022-12-24T00:00,231.9,162.1,3237,45.3,10.1,21
2022-12-24T01:00,226.3,158.3,3316,47.3,8.8,14
2022-12-24T02:00,223.5,156.5,3422,50.1,6.9,4
2022-12-24T03:00,227.7,159.3,3371,48.5,6.1,14
2022-12-24T04:00,213.7,149.5,3044,38.6,8.4,58
2022-12-24T05:00,200.2,140.2,2560,24.2,12.3,120
2022-12-24T06:00,154.6,108,1967,8.8,15.8,184
2022-12-24T07:00,125.3,87.5,1648,3.5,15.1,197
2022-12-24T08:00,104.8,73.1,1379,1.3,12.9,194
2022-12-24T09:00,94.5,65.9,1159,3,10.4,179
2022-12-24T10:00,89.9,62.6,1146,8.9,10.1,162
2022-12-24T11:00,91,63.3,1234,18.1,10.1,139
2022-12-24T12:00,94.3,65.7,1238,23.2,10.7,111
2022-12-24T13:00,107.3,74.7,1343,28.8,10.8,98
2022-12-24T14:00,112.5,78.2,1492,36.5,10.8,79
2022-12-24T15:00,115.5,80.3,1654,43.6,10.8,59
2022-12-24T16:00,117.8,82,1711,43.3,10.6,52
2022-12-24T17:00,124.8,86.8,1738,40.3,10.4,49
2022-12-24T18:00,133.6,92.9,1733,35.1,10,46
2022-12-24T19:00,139.2,96.4,1690,31,9.5,43
2022-12-24T20:00,143.4,99.4,1618,26.1,8.9,41
2022-12-24T21:00,146.7,101.5,1534,20.8,8.2,38
2022-12-24T22:00,147.1,101.7,1488,17.6,7.8,36
2022-12-24T23:00,144.4,99.9,1451,15.1,7.4,35
2022-12-25T00:00,149.9,104.1,1549,16.8,5.3,28
2022-12-25T01:00,136,94.3,1567,19.5,5.7,25
2022-12-25T02:00,130.4,90.3,1592,23.5,6.1,22
2022-12-25T03:00,135.5,94.1,1612,26.4,6.6,26
2022-12-25T04:00,145.8,101.5,1611,24.6,6.8,42
2022-12-25T05:00,139.7,97.1,1601,20.8,6.8,66
2022-12-25T06:00,133.6,92.9,1565,15.8,7.2,95
2022-12-25T07:00,129,89.6,1494,12,8.1,114
2022-12-25T08:00,121.5,84.5,1402,8.1,9.3,131
2022-12-25T09:00,116.2,81,1350,7.5,10.4,142
2022-12-25T10:00,112.2,78.2,1411,13.4,10.6,134
2022-12-25T11:00,116.6,81.5,1527,22.8,10.4,116
2022-12-25T12:00,157.4,109.9,1829,46.5,12.3,96
2022-12-25T13:00,179.7,125.3,2047,52.6,12.3,83
2022-12-25T14:00,192.8,134.6,2356,61.2,12.3,64
2022-12-25T15:00,200.2,140.2,2680,68.2,12.1,43
2022-12-25T16:00,204.4,143,2768,65.9,11.6,37
2022-12-25T17:00,209.1,146.2,2782,60,10.9,35
2022-12-25T18:00,211.4,147.6,2732,51,10.1,35
2022-12-25T19:00,209.5,146.2,2643,44.8,9.6,35
2022-12-25T20:00,207.2,144.8,2509,38.3,9.3,35
2022-12-25T21:00,205.4,143,2335,30.8,8.8,35
2022-12-25T22:00,201.2,140.2,2207,25.6,8.2,34
2022-12-25T23:00,193.2,135,2079,21.2,7.7,33
2022-12-26T00:00,230.5,161.1,3022,57.5,17,7
2022-12-26T01:00,212.3,148.5,3058,59.8,15.9,5
2022-12-26T02:00,214.2,149.5,3105,62.8,14.5,3
2022-12-26T03:00,228.6,159.7,3017,61,12.8,15
2022-12-26T04:00,221.2,154.6,2721,50.5,11.9,48
2022-12-26T05:00,210,146.7,2299,35,11.1,95
2022-12-26T06:00,169,118,1819,17.5,10.8,146
2022-12-26T07:00,155.5,108.5,1612,10,11.2,166
2022-12-26T08:00,142,99.2,1475,5.1,12.1,177
2022-12-26T09:00,132.7,92.7,1400,4.8,13,177
2022-12-26T10:00,124.3,86.8,1430,11.4,12.9,162
2022-12-26T11:00,127.1,88.7,1530,22.7,12.4,138
2022-12-26T12:00,172.8,120.6,1929,46.4,19.6,152
2022-12-26T13:00,201.6,141.1,2177,54,18.8,129
2022-12-26T14:00,225.4,157.4,2528,64.5,17.6,97
2022-12-26T15:00,238,166.2,2885,72.3,16,63
2022-12-26T16:00,239.3,166.7,2962,67.9,15,56
2022-12-26T17:00,237.5,165.8,2946,58.3,14.1,58
2022-12-26T18:00,233.8,163.4,2853,45.4,12.8,61
2022-12-26T19:00,225.8,157.4,2733,38,11.7,60
2022-12-26T20:00,217.5,151.8,2567,31,10.6,59
2022-12-26T21:00,210,146.7,2370,23.8,9.4,56
2022-12-26T22:00,203.5,142,2260,20.1,8.8,53
2022-12-26T23:00,197.4,137.8,2169,17.8,8.3,51
2022-12-27T00:00,222.1,155.1,2389,23.1,6.7,38
2022-12-27T01:00,216.1,150.9,2457,27.6,6.5,32
2022-12-27T02:00,215.1,150.4,2551,34,6.2,25
2022-12-27T03:00,213.7,149,2586,37.6,6.8,32
2022-12-27T04:00,200.2,140.2,2482,32.3,8.3,63
2022-12-27T05:00,194.2,135.5,2306,23,10.5,109
2022-12-27T06:00,177.9,123.9,2043,12.1,13.1,160
2022-12-27T07:00,157.9,110.1,1822,7.8,14.4,182
2022-12-27T08:00,136,94.8,1579,5.1,15.4,195
2022-12-27T09:00,118.5,82.7,1351,4.9,15.6,198
2022-12-27T10:00,107.6,74.7,1317,8.9,14.5,183
2022-12-27T11:00,105.9,73.8,1360,15.6,12.5,157
2022-12-27T12:00,130.9,91.3,1566,25.2,10.6,138
2022-12-27T13:00,137.8,96.2,1614,25.8,10,127
2022-12-27T14:00,139.7,97.3,1682,26.6,9.2,111
2022-12-27T15:00,139.2,97.1,1749,26.8,8.6,92
2022-12-27T16:00,137.8,96.2,1756,25.5,8.6,83
2022-12-27T17:00,138.8,96.9,1743,23.6,8.8,77
2022-12-27T18:00,141.1,98,1718,20.9,9.1,70
2022-12-27T19:00,142,98.7,1700,19,9.3,65
2022-12-27T20:00,144.4,100.4,1678,17,9.6,59
2022-12-27T21:00,148.1,102.7,1660,15.1,9.7,53
2022-12-27T22:00,152.3,105.5,1647,13.6,9.6,49
2022-12-27T23:00,155.5,107.6,1639,12.4,9.4,44
2022-12-28T00:00,183,127.1,1925,23.1,8.3,24
2022-12-28T01:00,181.6,125.7,2102,31.5,8.2,15
2022-12-28T02:00,187.2,129.9,2348,43.3,8.1,2
2022-12-28T03:00,198.8,137.8,2490,51,8.2,5
2022-12-28T04:00,180.7,125.7,2294,42.8,8.9,38
2022-12-28T05:00,162.1,112.5,1941,27.8,9.9,87
2022-12-28T06:00,138.8,96.2,1510,10.9,10.6,142
2022-12-28T07:00,123.9,85.9,1297,5.6,10.4,163
2022-12-28T08:00,108.3,75.2,1124,3.3,9.8,174
2022-12-28T09:00,95.7,66.4,1012,5,8.9,175
2022-12-28T10:00,90.3,62.6,1051,10.6,8.4,161
2022-12-28T11:00,94.5,65.9,1175,19.4,8,136
2022-12-28T12:00,125.3,87.1,1425,37.5,9.9,127
2022-12-28T13:00,143.9,100.1,1627,46,10.4,110
2022-12-28T14:00,163.9,114.1,1916,58.3,11.1,85
2022-12-28T15:00,183.5,127.6,2266,70.6,11.9,58
2022-12-28T16:00,200.2,139.2,2455,72.8,12.2,48
2022-12-28T17:00,213.7,148.5,2613,71.5,12.4,44
2022-12-28T18:00,221.2,154.1,2738,67.9,12.7,39
2022-12-28T19:00,222.6,155.1,2735,64.3,13.3,35
2022-12-28T20:00,223.1,155.5,2668,59.5,14,33
2022-12-28T21:00,223.1,155.5,2570,54.1,14.7,29
2022-12-28T22:00,220.3,153.2,2493,51.2,14.8,25
2022-12-28T23:00,214.7,149.5,2409,49,14.6,21
2022-12-29T00:00,226.8,157.9,2897,64.3,14.9,9
2022-12-29T01:00,234.7,163.4,3205,72.3,15.3,5
2022-12-29T02:00,250.5,174.6,3636,83.5,15.8,0
2022-12-29T03:00,277.5,193.2,3934,90.2,15.6,7
2022-12-29T04:00,286.8,200.2,3697,81.8,14.1,33
2022-12-29T05:00,256.1,178.8,3224,66.6,11.6,71
2022-12-29T06:00,224,156,2661,48.1,9.9,117
2022-12-29T07:00,205.4,143,2456,39.8,11,142
2022-12-29T08:00,208.6,145.3,2328,33.5,13.4,163
2022-12-29T09:00,207.2,143.9,2179,27.8,15.4,175
2022-12-29T10:00,190.9,132.7,2057,26.1,14.8,162
2022-12-29T11:00,179.7,125.3,1944,26.5,13.1,137
2022-12-29T12:00,191.4,133.6,2064,32,7.6,81
2022-12-29T13:00,181.6,126.7,1960,29.9,7.3,79
2022-12-29T14:00,170,118.5,1811,27,7,76
2022-12-29T15:00,153.7,106.9,1638,24,6.7,70
2022-12-29T16:00,140.2,97.6,1576,24.1,6.8,64
2022-12-29T17:00,135.5,94.1,1541,25.2,7.1,57
2022-12-29T18:00,135.5,94.1,1460,25.1,6.9,50
2022-12-29T19:00,130.9,90.6,1338,22.2,6,47
2022-12-29T20:00,118.7,82.2,1186,18,4.7,46
2022-12-29T21:00,108.3,74.5,986,12.9,3.2,46
2022-12-29T22:00,105.2,71.7,836,9.6,2.8,48
2022-12-29T23:00,97.3,65.9,686,6.8,2.8,51
2022-12-30T00:00,93.6,62.9,587,7.2,2.7,44
2022-12-30T01:00,92.9,62.2,727,13.9,3,35
2022-12-30T02:00,98.5,65.9,924,23.2,3.5,22
2022-12-30T03:00,114.8,77.3,1054,30,3.9,17
2022-12-30T04:00,108.7,73.3,931,25.5,3.8,31
2022-12-30T05:00,96.4,64.3,695,16,3.6,55
2022-12-30T06:00,79.2,51.5,427,5.6,3.5,83
2022-12-30T07:00,71.7,45.8,338,2.3,4,95
2022-12-30T08:00,68,43.1,294,1,4.6,104
2022-12-30T09:00,67.3,42.5,293,2.2,5.2,106
2022-12-30T10:00,67.5,43,341,6.4,5.4,97
2022-12-30T11:00,69.2,45.3,429,12.8,5.5,81
2022-12-30T12:00,87.5,58.6,592,24.5,5.7,59
2022-12-30T13:00,99.4,66.8,677,26.3,5.7,54
2022-12-30T14:00,100.8,68.2,797,28.8,5.8,46
2022-12-30T15:00,101.5,68.9,916,30.2,5.9,39
2022-12-30T16:00,100.1,68,931,28.5,5.8,38
2022-12-30T17:00,96.2,65.7,910,25.2,5.8,39
2022-12-30T18:00,91,62.4,870,20.9,5.6,40
2022-12-30T19:00,85.9,59,839,18.4,5.4,40
2022-12-30T20:00,82.4,56.7,800,15.9,5.3,39
2022-12-30T21:00,80.8,55.8,774,13.8,5.2,38
2022-12-30T22:00,81,56,774,12.9,5.1,37
2022-12-30T23:00,83.4,57.5,789,12.6,5.1,35
2022-12-31T00:00,86.6,60.1,891,16.5,4.6,30
2022-12-31T01:00,92.7,64.3,1085,22.4,4.8,23
2022-12-31T02:00,106.2,73.8,1357,30.6,5,14
2022-12-31T03:00,125.3,87.1,1574,36.2,5.3,16
2022-12-31T04:00,114.8,79.6,1487,30.9,5.5,41
2022-12-31T05:00,107.6,74.7,1275,20.8,5.7,79
2022-12-31T06:00,101.5,70.3,1015,9.4,6,122
2022-12-31T07:00,95.9,66.6,905,5.3,6.5,140
2022-12-31T08:00,87.8,61,822,3.2,7.2,151
2022-12-31T09:00,80.3,55.9,780,3.8,7.8,155
2022-12-31T10:00,75.4,52.4,814,7.8,7.7,145
2022-12-31T11:00,75.7,52.7,894,14.4,7.4,127
2022-12-31T12:00,93.4,65.2,998,25.7,6.8,108
2022-12-31T13:00,106.6,74.5,1154,31.6,7.2,97
2022-12-31T14:00,115.5,80.6,1376,39.9,7.6,81
2022-12-31T15:00,126.2,88,1628,47.5,7.9,63
2022-12-31T16:00,135.5,94.3,1736,47.5,7.9,56
2022-12-31T17:00,142,98.7,1807,44.5,7.8,53
2022-12-31T18:00,143.4,99.7,1842,39.2,7.4,49
2022-12-31T19:00,141.6,98,1801,34.6,7.1,47
2022-12-31T20:00,141.1,98,1716,29,6.8,46
2022-12-31T21:00,143.4,99.2,1631,23.5,6.4,43
2022-12-31T22:00,145.8,101,1606,21.1,6.4,38
2022-12-31T23:00,148.1,102.9,1601,20.1,6.5,32
2023-01-01T00:00,156.5,109,1886,31.3,6.3,15
2023-01-01T01:00,158.3,110.1,2144,38.3,6.5,10
2023-01-01T02:00,170.9,118.7,2506,48.1,6.8,4
2023-01-01T03:00,190.9,133.2,2726,53.8,7.1,11
2023-01-01T04:00,173.7,121.1,2457,45.6,6.9,39
2023-01-01T05:00,149.5,103.8,1966,31,6.7,79
2023-01-01T06:00,125.3,87.1,1400,14.7,6.8,126
2023-01-01T07:00,116.9,81.3,1191,8.5,7.7,148
2023-01-01T08:00,110.8,76.8,1068,4.9,9.1,164
2023-01-01T09:00,104.5,72.6,1030,6.6,10.9,172
2023-01-01T10:00,100.6,69.8,1090,13.9,12.1,164
2023-01-01T11:00,103.1,71.7,1230,25.8,13.3,147
2023-01-01T12:00,132.2,92.4,1564,42.8,19.8,119
2023-01-01T13:00,165.8,115.7,1945,60.1,20.5,94
2023-01-01T14:00,197.9,138.3,2488,84.7,21.5,59
2023-01-01T15:00,224,156.5,3147,110.4,22.2,20
2023-01-01T16:00,243.1,169.5,3506,117.2,21.8,8
2023-01-01T17:00,253.3,177,3809,117.8,20.7,3
2023-01-01T18:00,253.3,177,4030,113.9,19.3,1
2023-01-01T19:00,244,170.4,3984,107.6,18.4,1
2023-01-01T20:00,231.4,161.6,3803,98.2,17.5,4
2023-01-01T21:00,220.7,154.1,3550,86.2,16.7,8
2023-01-01T22:00,214.7,149.9,3401,79.2,16.5,10
2023-01-01T23:00,210,146.7,3252,72.9,16.6,11
2023-01-02T00:00,204.9,143,3060,59.5,13,10
2023-01-02T01:00,200.7,140.2,3115,58,11.6,5
2023-01-02T02:00,197.4,137.8,3187,56,9.8,0
2023-01-02T03:00,199.3,139.2,3135,50,8.2,11
2023-01-02T04:00,202.6,141.6,2882,41.2,8.9,52
2023-01-02T05:00,212.8,148.5,2508,29.9,10.4,110
2023-01-02T06:00,171.4,119.7,2019,16.9,12.4,172
2023-01-02T07:00,142,99,1690,10.1,13.5,191
2023-01-02T08:00,120.1,83.8,1369,4.8,14.6,196
2023-01-02T09:00,106.4,74.3,1101,3.9,15.5,191
2023-01-02T10:00,98.3,68.7,1086,10.4,15.6,179
2023-01-02T11:00,97.8,68.2,1189,21.5,15.1,159
2023-01-02T12:00,125.7,87.8,1508,37.8,20.1,155
2023-01-02T13:00,156.5,109.4,1775,49.8,20.2,131
2023-01-02T14:00,182.1,127.6,2155,66.8,20.2,96
2023-01-02T15:00,200.7,140.2,2598,83.7,20.2,59
2023-01-02T16:00,214.2,149.5,2798,85.7,20.4,49
2023-01-02T17:00,224.4,156.9,2939,82.6,20.5,47
2023-01-02T18:00,233.3,163,3056,77.1,20.2,45
2023-01-02T19:00,236.1,165.3,3088,73.9,19.5,39
2023-01-02T20:00,234.2,163.4,3073,70.4,18.5,32
2023-01-02T21:00,225.8,157.9,3015,65.6,17.3,24
2023-01-02T22:00,215.6,150.9,2926,61.6,17,20
2023-01-02T23:00,206.3,144.4,2807,57.5,16.8,16
2023-01-03T00:00,246.8,172.8,4388,90.2,19.3,3
2023-01-03T01:00,244.9,170.9,4502,92.9,19.4,1
2023-01-03T02:00,247.7,173.2,4654,96.6,19.5,0
2023-01-03T03:00,260.8,182.1,4567,92.2,19.9,17
2023-01-03T04:00,257,179.7,4064,74.6,20.9,62
2023-01-03T05:00,247.7,173.7,3323,49.2,22.1,124
2023-01-03T06:00,199.8,139.7,2427,21.2,22.6,189
2023-01-03T07:00,163.9,114.6,1967,10.8,21.4,206
2023-01-03T08:00,136.4,95.5,1593,5.3,19.1,209
2023-01-03T09:00,120.1,83.8,1281,3.8,16.4,198
2023-01-03T10:00,113.9,79.4,1237,7.8,15.1,179
2023-01-03T11:00,115.9,81,1325,15.7,13.9,152
2023-01-03T12:00,132.7,92.9,1668,32,16.9,152
2023-01-03T13:00,153.7,107.6,1830,36.5,16.2,137
2023-01-03T14:00,165.3,115.7,2060,43,15.2,115
2023-01-03T15:00,177,123.9,2333,49.1,14.1,89
2023-01-03T16:00,190,133.2,2478,50,13.8,77
2023-01-03T17:00,202.6,141.6,2594,49,13.6,68
2023-01-03T18:00,206.8,144.4,2645,44.9,13.2,60
2023-01-03T19:00,199.3,139.2,2549,38.8,12.3,57
2023-01-03T20:00,191.4,133.6,2372,30.7,11.1,57
2023-01-03T21:00,182.5,127.6,2163,21.9,9.8,55
2023-01-03T22:00,172.3,120.1,2063,18.1,9.2,51
2023-01-03T23:00,166.2,115.7,1985,15.9,8.9,47
2023-01-04T00:00,239.3,167.6,2934,48.3,11.9,15
2023-01-04T01:00,235.6,164.8,3042,49.5,10.7,10
2023-01-04T02:00,235.6,164.8,3191,51,8.9,4
2023-01-04T03:00,240.3,168.1,3210,48.5,7.3,13
2023-01-04T04:00,224.9,157.4,2949,39.3,7.2,48
2023-01-04T05:00,214.7,150.4,2540,26.4,7.8,98
2023-01-04T06:00,179.7,125.7,2037,12.1,8.8,153
2023-01-04T07:00,160.7,112,1770,6.6,9.6,173
2023-01-04T08:00,145.3,101,1545,3.5,10.8,183
2023-01-04T09:00,130.4,91,1365,4.2,11.6,183
2023-01-04T10:00,119.2,83.1,1350,9.5,11.4,169
2023-01-04T11:00,118.5,82.7,1419,18.2,10.6,146
2023-01-04T12:00,187.7,130.9,2077,41.7,17.4,143
2023-01-04T13:00,214.7,149.9,2317,51.3,17.1,121
2023-01-04T14:00,237,165.8,2660,64.9,16.8,90
2023-01-04T15:00,258,180.2,3081,80.1,16.5,54
2023-01-04T16:00,275.7,192.8,3326,86.4,16.9,39
2023-01-04T17:00,287.8,201.2,3542,90.2,17.6,30
2023-01-04T18:00,289.6,202.6,3686,89.7,17.7,22
2023-01-04T19:00,282.2,197,3611,82.8,16.5,20
2023-01-04T20:00,269.2,188.1,3425,71.7,14.8,22
2023-01-04T21:00,256.1,179.3,3198,57.8,12.5,25
2023-01-04T22:00,245.9,172.3,3103,49.8,11.4,26
2023-01-04T23:00,238.4,166.7,3033,42.7,10.4,28
2023-01-05T00:00,284.1,198.8,4305,67.9,18,20
2023-01-05T01:00,271.9,190,4125,64.9,16.2,17
2023-01-05T02:00,267.3,186.7,3868,60.6,13.7,14
2023-01-05T03:00,261.7,182.5,3577,54.9,10.9,16
2023-01-05T04:00,261.7,183,3504,52.1,9.6,25
2023-01-05T05:00,261.7,183,3490,49.7,8.9,38
2023-01-05T06:00,258.9,181.1,3336,43.6,9.2,63
2023-01-05T07:00,238.4,166.7,2962,33.2,11,93
2023-01-05T08:00,204,142.5,2464,20.1,13.8,129
2023-01-05T09:00,177.9,123.9,1972,9.8,16.2,161
2023-01-05T10:00,162.5,113.4,1880,12.6,15.9,160
2023-01-05T11:00,157.9,110.4,1930,21.2,14.6,146
2023-01-05T12:00,219.3,153.2,2670,43.6,22.6,185
2023-01-05T13:00,257,179.7,2955,55.2,22.9,156
2023-01-05T14:00,290.6,203,3360,71.5,23.1,115
2023-01-05T15:00,308.3,215.6,3791,86.3,23,69
2023-01-05T16:00,312,218.4,3905,85.2,22,53
2023-01-05T17:00,308.3,215.1,3922,78.1,20.5,45
2023-01-05T18:00,299.9,210,3917,69.3,18.6,37
2023-01-05T19:00,289.6,203,3928,67.2,17.8,29
2023-01-05T20:00,280.3,196,3929,66.3,17.1,22
2023-01-05T21:00,275.7,192.8,3942,64.8,15.9,16
2023-01-05T22:00,275.7,193.2,3978,62,14.4,14
2023-01-05T23:00,275.7,192.8,4026,58.7,12.6,14
2023-01-06T00:00,288.7,202.1,4298,46.8,8.1,33
2023-01-06T01:00,278.5,194.6,4208,44.3,8.2,36
2023-01-06T02:00,271,189.5,4080,40.7,8.5,40
2023-01-06T03:00,267.3,186.7,3937,36.7,8.6,50
2023-01-06T04:00,266.4,186.7,3908,36.1,8.2,63
2023-01-06T05:00,271.9,190,3910,36.5,7.7,79
2023-01-06T06:00,276.6,193.2,3842,35,7.8,105
2023-01-06T07:00,275.7,192.8,3656,29.7,9.4,133
2023-01-06T08:00,271,190,3404,22.4,11.8,165
2023-01-06T09:00,259.8,181.6,3158,17.6,14.4,190
2023-01-06T10:00,251.5,176,3096,20.9,15.4,185
2023-01-06T11:00,240.3,168.1,3103,28,15.9,167
2023-01-06T12:00,288.7,202.1,3515,40,17,112
2023-01-06T13:00,321.3,224.9,3830,55.3,18.4,91
2023-01-06T14:00,347.4,243.1,4277,77.1,20.1,61
2023-01-06T15:00,366.9,257,4783,99.3,21.9,28
2023-01-06T16:00,377.2,263.6,4984,103.5,21.9,17
2023-01-06T17:00,380.9,266.4,5105,101.7,21.3,11
2023-01-06T18:00,384.6,269.2,5183,97.5,20.1,7
2023-01-06T19:00,392.1,273.8,5201,96.5,19.4,3
2023-01-06T20:00,392.1,274.7,5170,95.2,18.4,1
2023-01-06T21:00,389.3,271.9,5023,88.3,16.6,3
2023-01-06T22:00,354.8,247.7,4767,75.4,14.5,11
2023-01-06T23:00,341.8,239.3,4424,58.3,12,23
2023-01-07T00:00,320.4,224,4282,45.6,8.9,21
2023-01-07T01:00,299.9,210,4181,42.4,8.2,20
2023-01-07T02:00,291.5,204,4038,37.8,7.3,19
2023-01-07T03:00,291.5,204,3885,32.2,5.9,28
2023-01-07T04:00,289.6,203,3853,29.1,4.9,52
2023-01-07T05:00,290.6,203.5,3858,26.6,3.8,84
2023-01-07T06:00,294.3,205.8,3829,23.1,2.8,120
2023-01-07T07:00,290.6,203,3721,19,2.8,134
2023-01-07T08:00,280.3,196,3577,14.4,3,143
2023-01-07T09:00,267.3,187.2,3450,12.9,3.5,141
2023-01-07T10:00,254.3,178.3,3447,18,3.8,126
2023-01-07T11:00,249.6,174.6,3494,26.5,4.1,101
2023-01-07T12:00,240.3,168.1,3216,29.4,4.1,77
2023-01-07T13:00,248.7,173.7,3461,44.2,5.5,58
2023-01-07T14:00,265.4,185.3,3808,65.2,7.4,32
2023-01-07T15:00,276.6,193.2,4144,84.8,9.4,5
2023-01-07T16:00,278.5,194.6,4194,85.3,9.8,0
2023-01-07T17:00,284.1,198.8,4140,78.8,9.6,3
2023-01-07T18:00,266.4,186.7,3965,67.2,9,8
2023-01-07T19:00,246.8,172.8,3738,57.9,8.6,11
2023-01-07T20:00,234.2,163.9,3437,47,7.9,15
2023-01-07T21:00,224.4,156.9,3087,35.4,7.3,18
2023-01-07T22:00,218.9,152.7,2919,30.7,7.1,18
2023-01-07T23:00,213.3,148.5,2796,28.2,7.1,16
2023-01-08T00:00,241.2,168.6,3221,34.6,6.4,9
2023-01-08T01:00,227.2,158.3,3270,37,6.2,6
2023-01-08T02:00,222.6,155.1,3337,40.2,5.8,2
2023-01-08T03:00,233.8,163,3372,41.9,5.4,10
2023-01-08T04:00,242.1,168.6,3325,39.3,5.2,36
2023-01-08T05:00,237,165.3,3236,34.5,4.8,73
2023-01-08T06:00,218.4,151.8,3066,27.5,4.8,118
2023-01-08T07:00,202.1,140.6,2872,21.1,5.2,144
2023-01-08T08:00,188.6,131.3,2635,13.9,6,166
2023-01-08T09:00,175.6,122,2397,9.4,6.7,176
2023-01-08T10:00,166.2,115.5,2333,12.8,6.5,157
2023-01-08T11:00,163.4,113.6,2331,20,6.1,122
2023-01-08T12:00,226.3,157.9,3132,47.8,7.6,81
2023-01-08T13:00,221.2,154.1,3316,57.8,7.9,64
2023-01-08T14:00,235.2,163.9,3580,71.9,8.4,39
2023-01-08T15:00,258.9,180.7,3909,86.1,8.9,12
2023-01-08T16:00,277.5,193.7,4133,88.9,8.9,4
2023-01-08T17:00,288.7,201.2,4346,87.8,8.9,1
2023-01-08T18:00,285,198.8,4418,82.6,8.4,0
2023-01-08T19:00,269.2,187.2,4181,75.1,7.3,1
2023-01-08T20:00,251.5,175.1,3776,64.9,5.9,3
2023-01-08T21:00,230,159.7,3280,53.6,4.5,6
2023-01-08T22:00,214.7,149,3031,49,4.3,6
2023-01-08T23:00,206.8,143.4,2827,46.3,4.5,4
2023-01-09T00:00,273.8,190.5,3747,57.6,6.7,4
2023-01-09T01:00,269.2,186.7,3929,61.2,7,0
2023-01-09T02:00,272.9,189.5,4184,66.2,7.4,0
2023-01-09T03:00,290.6,202.1,4320,67.1,7.6,7
2023-01-09T04:00,283.1,197.4,4111,58.9,6.8,49
2023-01-09T05:00,279.4,194.6,3737,46,5.6,108
2023-01-09T06:00,253.3,175.6,3223,30.1,4.9,177
2023-01-09T07:00,232.8,161.1,2875,20.7,6.2,210
2023-01-09T08:00,214.7,148.5,2524,12.4,8.1,233
2023-01-09T09:00,200.2,138.3,2197,8.2,10.6,244
2023-01-09T10:00,183.5,126.2,2103,13.2,11.4,229
2023-01-09T11:00,173.2,119.2,2109,23.4,11.8,199
2023-01-09T12:00,203,140.6,2416,41.9,18.1,176
2023-01-09T13:00,240.3,166.7,2766,57.2,19,146
2023-01-09T14:00,276.6,192.3,3269,79.2,20.4,103
